epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
102,5642.49,1.45136,0.95881,1.22566,0.61581,0.71561,0.63735,0.28394,2.0712,1.2283,1.69356,0.000621531,0.000621531,0.000621531
103,5697.73,1.44733,0.95323,1.22606,0.64212,0.6398,0.63126,0.29418,2.02747,1.18169,1.66955,0.000611815,0.000611815,0.000611815
104,5753.04,1.45805,0.96253,1.2372,0.60484,0.70588,0.63245,0.2925,2.04328,1.21195,1.66783,0.000602103,0.000602103,0.000602103
105,5808.25,1.4381,0.94363,1.22532,0.65251,0.66093,0.62933,0.28516,2.04766,1.20442,1.67808,0.000592398,0.000592398,0.000592398
106,5863.54,1.43165,0.92094,1.20772,0.64596,0.68771,0.6468,0.28645,2.03746,1.21383,1.66945,0.000582703,0.000582703,0.000582703
107,5918.98,1.44523,0.96854,1.22079,0.60805,0.67921,0.61719,0.28919,2.02867,1.20604,1.65926,0.00057302,0.00057302,0.00057302
108,5971.65,1.43695,0.94071,1.21654,0.6588,0.67325,0.65249,0.30075,2.0384,1.20196,1.67433,0.000563352,0.000563352,0.000563352
109,6024.07,1.43716,0.95231,1.22736,0.6127,0.67292,0.61383,0.28829,2.04554,1.22286,1.68942,0.0005537,0.0005537,0.0005537
110,6076.45,1.41828,0.9393,1.2073,0.63213,0.69302,0.6323,0.30111,2.01685,1.18285,1.66422,0.000544067,0.000544067,0.000544067
111,6128.58,1.441,0.94065,1.22452,0.6517,0.67852,0.63696,0.29377,2.01269,1.19242,1.64978,0.000534456,0.000534456,0.000534456
112,6180.68,1.42879,0.92135,1.21731,0.62687,0.68393,0.62795,0.29326,2.03136,1.19136,1.65062,0.000524869,0.000524869,0.000524869
113,6232.68,1.4175,0.91977,1.21359,0.6489,0.72859,0.66006,0.30548,2.03027,1.21171,1.65518,0.000515308,0.000515308,0.000515308
114,6284.75,1.40339,0.90077,1.19739,0.64006,0.69311,0.62037,0.2903,2.04476,1.19261,1.66527,0.000505775,0.000505775,0.000505775
115,6336.83,1.41614,0.90938,1.20056,0.62054,0.70309,0.61684,0.29227,2.02534,1.20217,1.66265,0.000496274,0.000496274,0.000496274
116,6388.95,1.4038,0.91837,1.20976,0.63452,0.68602,0.62275,0.28393,2.04414,1.19178,1.66427,0.000486806,0.000486806,0.000486806
117,6440.75,1.40652,0.8968,1.19618,0.63572,0.67197,0.61447,0.29008,2.03288,1.20731,1.67024,0.000477373,0.000477373,0.000477373
118,6492.92,1.38213,0.88455,1.19159,0.62552,0.70688,0.6302,0.29259,2.03149,1.18014,1.67624,0.000467979,0.000467979,0.000467979
119,6544.97,1.37181,0.88738,1.19073,0.64226,0.66881,0.62094,0.29169,2.04214,1.20089,1.67323,0.000458624,0.000458624,0.000458624
120,6597.08,1.3762,0.89474,1.18668,0.61174,0.69676,0.62386,0.28919,2.03588,1.16689,1.6757,0.000449313,0.000449313,0.000449313
121,6649.65,1.38795,0.89749,1.19592,0.64313,0.67054,0.62411,0.29092,2.03838,1.17493,1.6823,0.000440046,0.000440046,0.000440046
122,6702.01,1.37304,0.89358,1.18474,0.64413,0.70343,0.64268,0.29464,2.04688,1.15363,1.67958,0.000430826,0.000430826,0.000430826
123,6754.4,1.36901,0.88039,1.18618,0.64193,0.64668,0.61708,0.29519,2.0411,1.16891,1.6855,0.000421656,0.000421656,0.000421656
124,6806.81,1.36738,0.87634,1.18935,0.68867,0.6641,0.63471,0.29706,2.03762,1.17957,1.67223,0.000412537,0.000412537,0.000412537
125,6859.38,1.35615,0.86379,1.18475,0.65312,0.69598,0.64579,0.30359,2.03927,1.15774,1.67918,0.000403473,0.000403473,0.000403473
126,6911.86,1.3653,0.87292,1.18118,0.63235,0.69044,0.63119,0.30015,2.03215,1.18484,1.67204,0.000394465,0.000394465,0.000394465
127,6964.2,1.36343,0.89706,1.17718,0.64034,0.67453,0.62608,0.29896,2.03166,1.17573,1.67756,0.000385515,0.000385515,0.000385515
128,7016.73,1.34751,0.85074,1.17208,0.65721,0.68832,0.63725,0.29698,2.03492,1.18122,1.68714,0.000376625,0.000376625,0.000376625
129,7069.18,1.34677,0.86179,1.17638,0.6517,0.69347,0.63094,0.29754,2.0293,1.19252,1.67947,0.000367799,0.000367799,0.000367799
130,7121.8,1.37223,0.87889,1.1969,0.63156,0.68203,0.62501,0.30083,2.01476,1.17911,1.65943,0.000359038,0.000359038,0.000359038
131,7174.29,1.34846,0.84841,1.17055,0.64813,0.67214,0.62535,0.30097,2.00557,1.16308,1.66982,0.000350343,0.000350343,0.000350343
132,7226.44,1.3471,0.85747,1.17215,0.66663,0.65937,0.6324,0.30566,2.00843,1.17567,1.66543,0.000341718,0.000341718,0.000341718
133,7278.59,1.32943,0.85591,1.17071,0.66972,0.65587,0.62356,0.29698,2.03213,1.16729,1.67967,0.000333165,0.000333165,0.000333165
134,7330.57,1.32258,0.8584,1.1644,0.62955,0.6786,0.61748,0.30245,2.03983,1.17572,1.68235,0.000324685,0.000324685,0.000324685
135,7382.72,1.31553,0.83369,1.15893,0.62882,0.71485,0.63047,0.30401,2.02929,1.17394,1.68481,0.000316281,0.000316281,0.000316281
136,7435.01,1.33278,0.83212,1.16316,0.63397,0.69279,0.62946,0.30031,2.03553,1.17341,1.69563,0.000307954,0.000307954,0.000307954
137,7487.08,1.30214,0.8318,1.14951,0.6237,0.68232,0.61451,0.29936,2.03294,1.1772,1.69201,0.000299707,0.000299707,0.000299707
138,7539.21,1.33005,0.83457,1.15934,0.65462,0.66934,0.61797,0.30014,2.04587,1.18674,1.70391,0.000291542,0.000291542,0.000291542
139,7591.3,1.31136,0.82915,1.15217,0.66221,0.68123,0.62644,0.28769,2.05878,1.1888,1.69984,0.000283461,0.000283461,0.000283461
140,7643.58,1.28408,0.80054,1.14612,0.61243,0.69384,0.60778,0.2857,2.05885,1.19821,1.71567,0.000275466,0.000275466,0.000275466
141,7695.73,1.32195,0.8389,1.15238,0.61721,0.71406,0.62218,0.29825,2.04657,1.18049,1.69811,0.000267558,0.000267558,0.000267558
142,7748.41,1.30865,0.82037,1.1568,0.62299,0.7228,0.63608,0.30342,2.0359,1.16361,1.68513,0.00025974,0.00025974,0.00025974
143,7800.7,1.27705,0.79529,1.13525,0.62181,0.70931,0.62962,0.30142,2.04737,1.1629,1.68588,0.000252014,0.000252014,0.000252014
144,7853.04,1.29552,0.80763,1.14304,0.62728,0.72249,0.63462,0.30143,2.03948,1.16068,1.67922,0.000244381,0.000244381,0.000244381
145,7905.53,1.30465,0.81256,1.15467,0.64679,0.65258,0.62434,0.29592,2.04696,1.17574,1.70069,0.000236844,0.000236844,0.000236844
146,7958.16,1.3026,0.83119,1.14582,0.65263,0.66289,0.62165,0.29481,2.05196,1.17221,1.69816,0.000229404,0.000229404,0.000229404
147,8010.72,1.28295,0.79974,1.1413,0.62323,0.68161,0.61916,0.2966,2.03701,1.17774,1.69599,0.000222063,0.000222063,0.000222063
148,8063.3,1.27738,0.80041,1.12946,0.65189,0.66816,0.62686,0.29711,2.04277,1.18695,1.70463,0.000214824,0.000214824,0.000214824
149,8115.97,1.28103,0.82313,1.1425,0.67226,0.67174,0.63561,0.29866,2.03859,1.18633,1.70463,0.000207686,0.000207686,0.000207686
150,8168.47,1.28048,0.805,1.1439,0.67669,0.66554,0.63478,0.29685,2.05724,1.18738,1.71202,0.000200654,0.000200654,0.000200654
151,8220.87,1.26828,0.80467,1.13381,0.67037,0.6432,0.62482,0.29887,2.05874,1.17527,1.71344,0.000193728,0.000193728,0.000193728
152,8273.37,1.28002,0.80981,1.14738,0.66903,0.69649,0.63643,0.30134,2.05569,1.17518,1.71721,0.000186909,0.000186909,0.000186909
153,8325.52,1.27177,0.79907,1.13797,0.66229,0.68631,0.6362,0.29689,2.06849,1.17471,1.73143,0.000180201,0.000180201,0.000180201
154,8377.83,1.25736,0.7849,1.13158,0.65925,0.68506,0.62952,0.30121,2.06534,1.17207,1.73166,0.000173603,0.000173603,0.000173603
155,8430.08,1.28178,0.81156,1.14476,0.67275,0.70381,0.63397,0.3014,2.06018,1.19202,1.7234,0.000167119,0.000167119,0.000167119
156,8482.19,1.26826,0.7785,1.13263,0.67727,0.68944,0.63991,0.30207,2.05447,1.17642,1.71975,0.000160749,0.000160749,0.000160749
157,8534.24,1.25195,0.7924,1.12478,0.63368,0.6877,0.61976,0.29958,2.04692,1.1807,1.72056,0.000154495,0.000154495,0.000154495
158,8586.37,1.25248,0.78399,1.13385,0.63188,0.69823,0.62389,0.29945,2.05477,1.1853,1.72872,0.000148359,0.000148359,0.000148359
159,8638.55,1.2451,0.77954,1.12979,0.65586,0.69967,0.63458,0.29772,2.06441,1.18199,1.7307,0.000142342,0.000142342,0.000142342
160,8690.75,1.26908,0.79774,1.13448,0.63136,0.71201,0.63328,0.30002,2.05909,1.18179,1.72158,0.000136445,0.000136445,0.000136445
161,8742.72,1.25405,0.78868,1.13305,0.64627,0.70369,0.62652,0.30216,2.04964,1.16385,1.71772,0.000130671,0.000130671,0.000130671
162,8794.98,1.23576,0.7776,1.1143,0.64986,0.70181,0.62704,0.30324,2.04979,1.15894,1.71771,0.00012502,0.00012502,0.00012502
163,8847.41,1.24009,0.77668,1.12157,0.65092,0.7075,0.63096,0.30005,2.05439,1.15269,1.72033,0.000119494,0.000119494,0.000119494
164,8899.81,1.2508,0.79343,1.13479,0.65839,0.70528,0.63033,0.29996,2.05401,1.15712,1.71514,0.000114094,0.000114094,0.000114094
165,8952.11,1.25844,0.77181,1.12739,0.66782,0.70112,0.63675,0.30552,2.04985,1.14824,1.7145,0.000108822,0.000108822,0.000108822
166,9004.58,1.24463,0.76386,1.12373,0.65879,0.7086,0.63007,0.30078,2.04512,1.15033,1.70797,0.000103679,0.000103679,0.000103679
167,9056.93,1.25505,0.7916,1.13494,0.6443,0.68171,0.61998,0.30112,2.04369,1.15804,1.70962,9.86659e-05,9.86659e-05,9.86659e-05
168,9109.35,1.24414,0.77283,1.12421,0.65835,0.69503,0.6265,0.30039,2.05084,1.14543,1.71741,9.37843e-05,9.37843e-05,9.37843e-05
169,9161.71,1.24317,0.7797,1.12684,0.66013,0.70888,0.63838,0.30125,2.05472,1.14161,1.72226,8.90352e-05,8.90352e-05,8.90352e-05
170,9218.74,1.2196,0.76165,1.11401,0.67412,0.67666,0.63471,0.30292,2.04851,1.13437,1.71977,8.442e-05,8.442e-05,8.442e-05
171,9275.55,1.23829,0.7634,1.1187,0.66698,0.68259,0.63411,0.30126,2.04953,1.13824,1.72017,7.99397e-05,7.99397e-05,7.99397e-05
172,9329.94,1.22438,0.76436,1.10806,0.62887,0.70393,0.62713,0.30383,2.04774,1.14201,1.71843,7.55954e-05,7.55954e-05,7.55954e-05
173,9383.73,1.24075,0.76843,1.12039,0.6507,0.69788,0.62804,0.30492,2.0458,1.14547,1.71599,7.13883e-05,7.13883e-05,7.13883e-05
174,9437.9,1.22473,0.7659,1.11802,0.65097,0.70493,0.62996,0.30569,2.05069,1.14262,1.72169,6.73192e-05,6.73192e-05,6.73192e-05
175,9492.11,1.24763,0.80246,1.12872,0.66335,0.69467,0.63434,0.30408,2.05123,1.14683,1.7267,6.33893e-05,6.33893e-05,6.33893e-05
176,9547.61,1.23323,0.76118,1.11113,0.68619,0.69565,0.64642,0.30473,2.05173,1.13935,1.73024,5.95995e-05,5.95995e-05,5.95995e-05
177,9604.41,1.22043,0.75187,1.11144,0.67147,0.69607,0.63957,0.30216,2.05365,1.14162,1.73008,5.59508e-05,5.59508e-05,5.59508e-05
178,9661.05,1.22363,0.75936,1.11192,0.67049,0.6924,0.63926,0.30315,2.0534,1.14264,1.73079,5.2444e-05,5.2444e-05,5.2444e-05
179,9717.69,1.22187,0.75316,1.11013,0.67397,0.68355,0.63549,0.30223,2.0537,1.14396,1.73185,4.908e-05,4.908e-05,4.908e-05
180,9773.58,1.22096,0.75026,1.11245,0.66037,0.68865,0.62729,0.30138,2.05188,1.14528,1.73226,4.58597e-05,4.58597e-05,4.58597e-05
181,9854.65,1.05706,0.56293,1.05049,0.65263,0.69052,0.62839,0.29833,2.06145,1.16452,1.749,4.27838e-05,4.27838e-05,4.27838e-05
182,9908.31,1.02653,0.55515,1.04232,0.62289,0.66989,0.60863,0.29675,2.06524,1.18419,1.75454,3.98531e-05,3.98531e-05,3.98531e-05
