epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,899.269,1.9731,1.72639,1.58664,0.4677,0.58499,0.52188,0.23628,2.03415,1.79194,1.68469,0.00989183,0.00989183,0.00989183
22,942.509,1.94027,1.68175,1.58658,0.50651,0.59409,0.52073,0.24683,2.00512,1.63765,1.6879,0.00988079,0.00988079,0.00988079
23,985.657,1.94612,1.67087,1.55858,0.46093,0.63769,0.52459,0.24567,1.99088,1.55945,1.66779,0.00986922,0.00986922,0.00986922
24,1028.63,1.94954,1.65044,1.588,0.45167,0.54227,0.50367,0.24214,1.97249,1.66932,1.66073,0.00985711,0.00985711,0.00985711
25,1071.88,1.91684,1.62197,1.5714,0.59914,0.58396,0.55668,0.27561,1.96812,1.55908,1.6476,0.00984449,0.00984449,0.00984449
26,1115.32,1.94782,1.62723,1.58378,0.75666,0.5202,0.5344,0.26441,1.99301,1.47256,1.64565,0.00983133,0.00983133,0.00983133
27,1158.45,1.91862,1.63074,1.56917,0.51565,0.58829,0.54601,0.26011,2.00206,1.51568,1.64608,0.00981765,0.00981765,0.00981765
28,1201.7,1.91744,1.59012,1.5453,0.45262,0.6107,0.56659,0.25854,1.98916,1.53343,1.64116,0.00980345,0.00980345,0.00980345
29,1244.91,1.92585,1.61861,1.55234,0.56202,0.568,0.54759,0.25608,1.96383,1.49197,1.63652,0.00978873,0.00978873,0.00978873
30,1288.08,1.92011,1.58827,1.5686,0.58218,0.5896,0.56063,0.27015,1.98874,1.50493,1.66636,0.00977349,0.00977349,0.00977349
31,1331.24,1.92156,1.57327,1.53717,0.54194,0.63094,0.56358,0.26493,1.98006,1.48115,1.64442,0.00975773,0.00975773,0.00975773
32,1374.32,1.91296,1.59314,1.55523,0.54729,0.60245,0.56798,0.26828,1.95403,1.47923,1.6605,0.00974145,0.00974145,0.00974145
33,1417.85,1.91219,1.54031,1.54791,0.53953,0.61423,0.57102,0.26031,1.97653,1.46622,1.64112,0.00972466,0.00972466,0.00972466
34,1459.92,1.88717,1.52499,1.51869,0.59204,0.62896,0.5911,0.28562,1.94503,1.41015,1.59871,0.00970736,0.00970736,0.00970736
35,1500.87,1.87304,1.52245,1.51712,0.51362,0.63927,0.58052,0.28989,1.95973,1.38988,1.63554,0.00968955,0.00968955,0.00968955
36,1541.52,1.88401,1.5223,1.53301,0.51315,0.65256,0.56276,0.2683,1.96937,1.39274,1.619,0.00967122,0.00967122,0.00967122
37,1582.59,1.86881,1.49056,1.51534,0.76973,0.4925,0.56371,0.26335,2.00236,1.51436,1.66426,0.00965239,0.00965239,0.00965239
38,1623.37,1.85567,1.48178,1.51144,0.53923,0.67284,0.62565,0.29681,1.95252,1.39118,1.61224,0.00963306,0.00963306,0.00963306
39,1664.25,1.85961,1.49392,1.52123,0.60437,0.61417,0.56655,0.2612,1.98787,1.48417,1.684,0.00961322,0.00961322,0.00961322
40,1705.29,1.8685,1.49095,1.51951,0.62754,0.60954,0.60194,0.28993,1.98446,1.39562,1.62363,0.00959289,0.00959289,0.00959289
41,1746.18,1.86826,1.48448,1.51962,0.55147,0.66266,0.58804,0.2732,2.00538,1.43566,1.6225,0.00957205,0.00957205,0.00957205
42,1787.07,1.86135,1.48939,1.51166,0.49702,0.66497,0.60173,0.28805,1.96889,1.40735,1.64386,0.00955072,0.00955072,0.00955072
43,1827.94,1.85549,1.45811,1.50015,0.62141,0.61309,0.61616,0.28227,1.98006,1.43948,1.63296,0.00952889,0.00952889,0.00952889
44,1868.8,1.83073,1.44892,1.49418,0.54003,0.6055,0.58851,0.30271,1.9268,1.3612,1.61541,0.00950658,0.00950658,0.00950658
45,1909.87,1.83753,1.4363,1.48994,0.53584,0.64014,0.57129,0.28011,1.9807,1.43873,1.65952,0.00948377,0.00948377,0.00948377
46,1950.46,1.84245,1.43902,1.4821,0.53397,0.62021,0.58438,0.29125,1.96133,1.44389,1.62132,0.00946048,0.00946048,0.00946048
47,1991.18,1.82061,1.41057,1.48468,0.58562,0.64311,0.60787,0.30287,1.99694,1.36766,1.64496,0.00943671,0.00943671,0.00943671
48,2032.38,1.82487,1.40582,1.47621,0.54987,0.6905,0.60519,0.30376,1.95173,1.31805,1.61893,0.00941245,0.00941245,0.00941245
49,2072.98,1.82632,1.41089,1.49113,0.55179,0.6328,0.60254,0.29037,1.96673,1.35171,1.65125,0.00938772,0.00938772,0.00938772
50,2113.84,1.82196,1.40337,1.47297,0.58473,0.67097,0.62382,0.28567,1.983,1.3665,1.63252,0.00936251,0.00936251,0.00936251
51,2154.77,1.79389,1.38664,1.46332,0.59548,0.64671,0.62987,0.29793,1.95539,1.34556,1.62775,0.00933683,0.00933683,0.00933683
52,2195.6,1.80429,1.38597,1.47518,0.55955,0.659,0.60122,0.28313,1.983,1.39527,1.65802,0.00931067,0.00931067,0.00931067
53,2236.39,1.79298,1.39131,1.46283,0.56491,0.6874,0.62795,0.31566,1.92272,1.31331,1.60227,0.00928405,0.00928405,0.00928405
54,2279.54,1.79592,1.35494,1.467,0.60319,0.60906,0.59988,0.28969,1.95687,1.37572,1.62007,0.00925697,0.00925697,0.00925697
55,2323.13,1.78294,1.37863,1.4534,0.54839,0.62896,0.60714,0.3017,1.95248,1.31736,1.60739,0.00922942,0.00922942,0.00922942
56,2366.4,1.79513,1.34339,1.46297,0.54577,0.62662,0.61268,0.27901,2.00491,1.37664,1.65678,0.00920142,0.00920142,0.00920142
57,2410.1,1.78724,1.35312,1.45163,0.61393,0.64793,0.62984,0.30331,1.91928,1.30714,1.59833,0.00917296,0.00917296,0.00917296
58,2453.48,1.78317,1.35348,1.45685,0.5437,0.70543,0.61459,0.29015,1.95201,1.31585,1.62417,0.00914405,0.00914405,0.00914405
59,2499.43,1.78707,1.34463,1.44476,0.64219,0.60747,0.61278,0.29267,1.95209,1.33491,1.62434,0.00911469,0.00911469,0.00911469
60,2544.31,1.7579,1.31735,1.44051,0.58005,0.6557,0.61757,0.30272,1.97797,1.31729,1.64472,0.00908488,0.00908488,0.00908488
61,2589.81,1.7841,1.36638,1.46668,0.63011,0.62775,0.61828,0.30216,1.96244,1.32558,1.62795,0.00905463,0.00905463,0.00905463
62,2632.36,1.76287,1.3445,1.45452,0.58787,0.66118,0.61829,0.30072,1.94553,1.30251,1.62655,0.00902395,0.00902395,0.00902395
63,2674.48,1.75962,1.32107,1.43427,0.58584,0.62359,0.61574,0.31217,1.96292,1.27,1.61061,0.00899282,0.00899282,0.00899282
64,2716.69,1.77149,1.31214,1.44948,0.60207,0.61678,0.59915,0.29917,1.98793,1.33125,1.63962,0.00896127,0.00896127,0.00896127
65,2758.94,1.77992,1.31186,1.45874,0.62353,0.65955,0.62618,0.30311,2.01334,1.32714,1.64541,0.00892928,0.00892928,0.00892928
66,2801.08,1.76593,1.29396,1.43585,0.56134,0.65653,0.60524,0.31803,1.96291,1.29771,1.62186,0.00889687,0.00889687,0.00889687
67,2843.33,1.74528,1.30874,1.42498,0.50948,0.62883,0.59204,0.29828,1.96298,1.33881,1.61563,0.00886404,0.00886404,0.00886404
68,2885.51,1.73527,1.26827,1.4178,0.63821,0.66507,0.65401,0.31908,1.93497,1.27808,1.60004,0.00883079,0.00883079,0.00883079
69,2927.63,1.73489,1.30272,1.43425,0.63111,0.65527,0.6218,0.31302,1.93692,1.2824,1.62504,0.00879713,0.00879713,0.00879713
70,2969.89,1.72418,1.25685,1.42251,0.61705,0.67543,0.62991,0.29707,1.99808,1.33852,1.64913,0.00876305,0.00876305,0.00876305
71,3012.18,1.7311,1.31248,1.43674,0.602,0.66334,0.62595,0.30494,1.96991,1.30793,1.65041,0.00872857,0.00872857,0.00872857
72,3055.85,1.7098,1.26501,1.41145,0.56165,0.64536,0.6096,0.30124,1.98573,1.30466,1.6556,0.00869368,0.00869368,0.00869368
73,3099.53,1.72941,1.27062,1.42414,0.61363,0.69776,0.65329,0.31138,1.95514,1.28144,1.62095,0.00865839,0.00865839,0.00865839
74,3142.48,1.70346,1.2568,1.40691,0.66715,0.6568,0.63252,0.31603,1.95964,1.24955,1.62133,0.00862271,0.00862271,0.00862271
75,3185.81,1.69936,1.23275,1.40345,0.65886,0.64002,0.64749,0.32426,1.96955,1.26944,1.63077,0.00858664,0.00858664,0.00858664
76,3229.03,1.70415,1.22068,1.39825,0.57344,0.73069,0.64305,0.31209,1.96444,1.26102,1.618,0.00855018,0.00855018,0.00855018
77,3271.8,1.70167,1.27175,1.41392,0.60399,0.68106,0.63251,0.30597,1.99482,1.26715,1.65244,0.00851333,0.00851333,0.00851333
78,3315.24,1.70095,1.24307,1.40992,0.55214,0.715,0.6392,0.32204,1.94642,1.26402,1.62656,0.00847611,0.00847611,0.00847611
79,3358.35,1.69226,1.22135,1.39436,0.62467,0.67222,0.64289,0.3056,1.97967,1.28435,1.63929,0.00843851,0.00843851,0.00843851
80,3400.88,1.7095,1.26301,1.42113,0.62524,0.69027,0.64848,0.32847,1.95546,1.24145,1.62655,0.00840054,0.00840054,0.00840054
81,3443.11,1.68444,1.2183,1.40027,0.59873,0.64351,0.60288,0.30247,1.97949,1.27254,1.64528,0.0083622,0.0083622,0.0083622
82,3485.29,1.68544,1.22768,1.40267,0.64172,0.64959,0.63257,0.31673,1.9581,1.27927,1.64477,0.00832349,0.00832349,0.00832349
83,3526.89,1.67942,1.23319,1.39307,0.60413,0.66726,0.60724,0.30571,1.98111,1.27843,1.64259,0.00828443,0.00828443,0.00828443
84,3568.9,1.68039,1.22407,1.3948,0.5815,0.65262,0.60434,0.29673,1.97081,1.31621,1.63707,0.00824502,0.00824502,0.00824502
85,3610.65,1.70251,1.24499,1.4064,0.57746,0.66594,0.62158,0.31573,1.95668,1.29139,1.62871,0.00820525,0.00820525,0.00820525
86,3652.15,1.67207,1.20975,1.38594,0.62655,0.68939,0.63671,0.31596,1.95211,1.28137,1.62124,0.00816514,0.00816514,0.00816514
87,3693.94,1.64824,1.18569,1.37377,0.58979,0.61055,0.59069,0.30696,1.98176,1.2736,1.6398,0.00812468,0.00812468,0.00812468
88,3735.18,1.67667,1.20276,1.37621,0.65498,0.62706,0.61729,0.31054,1.966,1.26068,1.65406,0.00808389,0.00808389,0.00808389
89,3776.8,1.67002,1.17519,1.38359,0.66895,0.66271,0.63544,0.31819,1.93667,1.25668,1.61136,0.00804277,0.00804277,0.00804277
90,3818.59,1.65549,1.18742,1.37866,0.61014,0.65821,0.63304,0.31827,1.95353,1.25339,1.62858,0.00800131,0.00800131,0.00800131
91,3861.37,1.652,1.17723,1.36768,0.62337,0.65344,0.62308,0.32222,1.93596,1.24858,1.61708,0.00795954,0.00795954,0.00795954
92,3904.96,1.6532,1.17164,1.36806,0.63228,0.69847,0.63976,0.31043,1.97637,1.25924,1.62498,0.00791744,0.00791744,0.00791744
93,3948.63,1.67694,1.19054,1.392,0.64523,0.66814,0.63901,0.32387,1.94312,1.25682,1.6249,0.00787503,0.00787503,0.00787503
94,3991.91,1.66018,1.17078,1.37922,0.65522,0.70098,0.64398,0.31765,1.97536,1.21105,1.63992,0.00783231,0.00783231,0.00783231
95,4035.58,1.63594,1.14871,1.3636,0.60894,0.6918,0.62776,0.31831,1.96487,1.25522,1.64335,0.00778929,0.00778929,0.00778929
96,4079.32,1.62008,1.15068,1.36096,0.62648,0.6493,0.64114,0.31251,1.97007,1.24164,1.64732,0.00774596,0.00774596,0.00774596
97,4121.63,1.62138,1.14304,1.35103,0.63056,0.63463,0.60753,0.3214,1.94323,1.23369,1.64356,0.00770234,0.00770234,0.00770234
98,4164.44,1.62566,1.14689,1.3651,0.59839,0.71124,0.61268,0.30254,1.98416,1.2503,1.6433,0.00765843,0.00765843,0.00765843
99,4207.6,1.59191,1.09005,1.32924,0.63486,0.676,0.62858,0.32049,1.94225,1.22227,1.62523,0.00761423,0.00761423,0.00761423
100,4249.91,1.62605,1.14278,1.35081,0.60773,0.7018,0.63747,0.3165,1.99172,1.23932,1.67061,0.00756976,0.00756976,0.00756976
101,4292.21,1.62739,1.13066,1.35763,0.61966,0.6781,0.62902,0.32198,1.97952,1.22696,1.64743,0.007525,0.007525,0.007525
102,4335.31,1.62155,1.12485,1.34712,0.61663,0.7006,0.62719,0.3156,1.9471,1.2357,1.65087,0.00747997,0.00747997,0.00747997
103,4378.37,1.60498,1.11998,1.34691,0.62306,0.69739,0.61124,0.31242,1.96358,1.23457,1.63581,0.00743468,0.00743468,0.00743468
104,4421.08,1.60774,1.11304,1.34687,0.60513,0.69585,0.61677,0.31409,1.97702,1.22893,1.66539,0.00738913,0.00738913,0.00738913
105,4464.17,1.62298,1.12037,1.3593,0.60966,0.68344,0.60628,0.30814,1.97867,1.21874,1.66147,0.00734332,0.00734332,0.00734332
106,4507.41,1.59384,1.09837,1.32892,0.62293,0.67547,0.62459,0.31224,1.96885,1.23242,1.65905,0.00729725,0.00729725,0.00729725
107,4550.67,1.56049,1.07672,1.33506,0.63005,0.67538,0.62826,0.31955,1.97834,1.23495,1.65518,0.00725094,0.00725094,0.00725094
108,4593.85,1.60052,1.12914,1.34494,0.68032,0.65786,0.63961,0.32792,1.94307,1.23275,1.62816,0.00720439,0.00720439,0.00720439
109,4636.7,1.58487,1.1117,1.3288,0.61713,0.69612,0.61455,0.31338,1.96339,1.23743,1.64421,0.00715761,0.00715761,0.00715761
110,4679.14,1.57629,1.11163,1.33157,0.62635,0.64488,0.618,0.31106,1.96955,1.24144,1.66194,0.00711059,0.00711059,0.00711059
111,4721.35,1.58397,1.09698,1.34092,0.64042,0.64765,0.62008,0.321,1.95866,1.23524,1.6484,0.00706335,0.00706335,0.00706335
112,4763.46,1.58739,1.11223,1.34161,0.59483,0.68895,0.63039,0.32725,1.97213,1.20571,1.65153,0.00701588,0.00701588,0.00701588
113,4805.68,1.5629,1.07687,1.32515,0.70886,0.68123,0.6613,0.32064,1.98036,1.26023,1.65257,0.0069682,0.0069682,0.0069682
114,4847.82,1.56278,1.06662,1.33164,0.67557,0.67049,0.63829,0.3298,1.94742,1.22102,1.64267,0.00692031,0.00692031,0.00692031
115,4889.93,1.55726,1.05378,1.32027,0.58928,0.67007,0.61392,0.33197,1.937,1.21956,1.64399,0.00687222,0.00687222,0.00687222
116,4932.12,1.54778,1.05728,1.30851,0.5924,0.65739,0.61647,0.3193,1.96462,1.23269,1.65197,0.00682392,0.00682392,0.00682392
117,4974.27,1.55353,1.03812,1.30665,0.59834,0.67801,0.61436,0.32218,1.97215,1.23665,1.66999,0.00677543,0.00677543,0.00677543
118,5016.56,1.57556,1.05258,1.31887,0.63893,0.68546,0.66191,0.3329,2.0082,1.21886,1.65752,0.00672675,0.00672675,0.00672675
119,5058.7,1.54839,1.05152,1.30311,0.64363,0.66723,0.6298,0.32027,1.97763,1.2445,1.65685,0.00667789,0.00667789,0.00667789
120,5100.83,1.54263,1.05399,1.31596,0.62556,0.69353,0.61895,0.31522,1.9902,1.25197,1.65636,0.00662885,0.00662885,0.00662885
121,5143.02,1.54007,1.04323,1.29871,0.6494,0.695,0.62283,0.30224,1.97944,1.25614,1.65811,0.00657963,0.00657963,0.00657963
122,5185.25,1.54191,1.04939,1.30412,0.6194,0.67079,0.61989,0.32258,1.99001,1.25709,1.66281,0.00653025,0.00653025,0.00653025
123,5228.55,1.52778,1.03349,1.29356,0.65228,0.69197,0.63068,0.31888,1.96475,1.25086,1.65433,0.00648071,0.00648071,0.00648071
124,5272.03,1.53908,1.04666,1.29623,0.62961,0.62236,0.62059,0.31369,1.96844,1.24298,1.65257,0.00643101,0.00643101,0.00643101
125,5314.17,1.51863,1.01127,1.29255,0.66916,0.64186,0.63168,0.30908,1.97224,1.23409,1.653,0.00638115,0.00638115,0.00638115
126,5357.96,1.50252,1.00455,1.28387,0.64317,0.641,0.62711,0.31733,1.96933,1.2014,1.64383,0.00633115,0.00633115,0.00633115
127,5401.61,1.51525,1.00842,1.29234,0.69552,0.66137,0.65376,0.31812,1.98924,1.21552,1.65319,0.00628101,0.00628101,0.00628101
128,5445.27,1.51702,1.01156,1.29936,0.61309,0.69471,0.63118,0.31298,2.01337,1.24275,1.68494,0.00623074,0.00623074,0.00623074
129,5488.03,1.50908,1.01276,1.28607,0.64261,0.69726,0.64072,0.31236,1.99854,1.21734,1.68023,0.00618034,0.00618034,0.00618034
130,5531.8,1.50021,0.98731,1.28295,0.65956,0.66267,0.64021,0.32101,2.00159,1.23369,1.67058,0.00612981,0.00612981,0.00612981
131,5575.62,1.48886,0.98895,1.26911,0.60606,0.65186,0.6058,0.30906,2.01273,1.22183,1.69313,0.00607916,0.00607916,0.00607916
132,5619.09,1.50933,1.00675,1.2974,0.62951,0.66998,0.60271,0.3181,1.9953,1.21092,1.66581,0.0060284,0.0060284,0.0060284
133,5661.08,1.48277,0.9923,1.26457,0.62362,0.67334,0.59925,0.3106,1.99874,1.2401,1.67378,0.00597754,0.00597754,0.00597754
134,5704.98,1.49266,0.99984,1.27662,0.59715,0.66605,0.62156,0.32123,1.99262,1.22793,1.67223,0.00592657,0.00592657,0.00592657
135,5749.82,1.49235,0.98588,1.27817,0.58786,0.65884,0.61183,0.31504,2.01807,1.28364,1.70447,0.00587551,0.00587551,0.00587551
136,5792.55,1.48248,1.00089,1.27375,0.66348,0.65679,0.64389,0.32076,2.03161,1.20084,1.70355,0.00582435,0.00582435,0.00582435
137,5835.6,1.48215,0.9517,1.27316,0.62818,0.65583,0.60671,0.31374,2.02961,1.24769,1.718,0.00577311,0.00577311,0.00577311
138,5878.81,1.4785,0.98662,1.27248,0.66123,0.66165,0.63873,0.31983,2.02139,1.22201,1.67738,0.00572179,0.00572179,0.00572179
139,5921.7,1.48055,0.97359,1.26634,0.63834,0.71247,0.64589,0.32764,2.01165,1.19566,1.6963,0.0056704,0.0056704,0.0056704
140,5964.79,1.48322,0.98264,1.27215,0.60797,0.69948,0.62484,0.32279,2.02387,1.2159,1.7032,0.00561894,0.00561894,0.00561894
141,6008.1,1.4488,0.94943,1.25793,0.65146,0.66591,0.62428,0.31952,2.02582,1.20527,1.71454,0.00556742,0.00556742,0.00556742
142,6049.95,1.43412,0.94345,1.24981,0.67998,0.67136,0.64303,0.32577,2.01336,1.20319,1.70395,0.00551584,0.00551584,0.00551584
143,6094.01,1.44245,0.94058,1.25217,0.67935,0.65292,0.64412,0.31728,2.03705,1.19071,1.72979,0.00546421,0.00546421,0.00546421
144,6137.39,1.46138,0.96767,1.25704,0.62744,0.669,0.62248,0.31334,2.01491,1.18398,1.69459,0.00541253,0.00541253,0.00541253
145,6182.32,1.45808,0.95548,1.26819,0.64464,0.66062,0.62832,0.3191,2.02842,1.20692,1.71274,0.00536081,0.00536081,0.00536081
146,6225.6,1.44077,0.94549,1.26259,0.62761,0.66871,0.6162,0.31864,2.05675,1.2271,1.73258,0.00530906,0.00530906,0.00530906
147,6269.01,1.47397,0.96094,1.26136,0.62989,0.66392,0.61524,0.31736,2.01647,1.19889,1.69848,0.00525728,0.00525728,0.00525728
148,6311.4,1.39815,0.91175,1.21898,0.70326,0.63327,0.64551,0.32476,2.01424,1.17652,1.71443,0.00520548,0.00520548,0.00520548
149,6354.24,1.43286,0.93925,1.24403,0.62296,0.69632,0.63529,0.31937,2.02632,1.21075,1.71111,0.00515366,0.00515366,0.00515366
150,6397.09,1.41147,0.91315,1.23831,0.6572,0.65157,0.62922,0.32054,2.03072,1.21674,1.72115,0.00510184,0.00510184,0.00510184
151,6439.49,1.4234,0.91356,1.23402,0.69587,0.64357,0.63707,0.3191,2.03502,1.2248,1.73619,0.00505,0.00505,0.00505
152,6481.61,1.41895,0.9275,1.23784,0.64309,0.6776,0.6234,0.30821,2.02235,1.21614,1.71895,0.00499816,0.00499816,0.00499816
153,6524.5,1.42104,0.91881,1.23015,0.63867,0.66884,0.62374,0.31789,2.02156,1.25128,1.71606,0.00494634,0.00494634,0.00494634
154,6568.12,1.41237,0.91873,1.23256,0.66143,0.63294,0.61785,0.30995,2.02898,1.23734,1.71405,0.00489452,0.00489452,0.00489452
155,6610.53,1.38685,0.88016,1.21593,0.64879,0.62635,0.61132,0.31531,2.03904,1.2151,1.73152,0.00484272,0.00484272,0.00484272
156,6652.76,1.41549,0.91526,1.24161,0.61264,0.66577,0.60934,0.30893,2.05006,1.2229,1.73039,0.00479094,0.00479094,0.00479094
157,6696.24,1.38856,0.88799,1.21909,0.64629,0.66448,0.62641,0.31426,2.04403,1.20612,1.72347,0.00473919,0.00473919,0.00473919
158,6738.97,1.38224,0.87551,1.21922,0.65675,0.63557,0.61071,0.31495,2.04061,1.21631,1.72483,0.00468747,0.00468747,0.00468747
159,6782.02,1.38396,0.89667,1.2291,0.59652,0.68951,0.60148,0.30507,2.08166,1.2003,1.76948,0.00463579,0.00463579,0.00463579
160,6825.27,1.37762,0.89831,1.2233,0.69187,0.68948,0.62337,0.32063,2.02688,1.17675,1.73682,0.00458416,0.00458416,0.00458416
161,6867.86,1.37778,0.89526,1.21346,0.67154,0.67399,0.61356,0.31902,2.05473,1.19348,1.74996,0.00453258,0.00453258,0.00453258
162,6910.32,1.34755,0.85628,1.20417,0.64197,0.68496,0.63273,0.31716,2.05178,1.18903,1.73758,0.00448106,0.00448106,0.00448106
163,6952.81,1.38338,0.9016,1.21289,0.63632,0.63617,0.6192,0.30665,2.05484,1.21031,1.75428,0.0044296,0.0044296,0.0044296
164,6995.49,1.37444,0.87334,1.21281,0.64422,0.67018,0.61192,0.30976,2.05468,1.18515,1.76009,0.00437821,0.00437821,0.00437821
165,7038.79,1.37898,0.87995,1.215,0.66007,0.67226,0.61324,0.31604,2.05092,1.17824,1.75512,0.00432689,0.00432689,0.00432689
166,7081.46,1.3509,0.86086,1.20532,0.65152,0.67981,0.62358,0.32101,2.04007,1.20201,1.72961,0.00427565,0.00427565,0.00427565
167,7124.21,1.35959,0.87254,1.19932,0.64752,0.6726,0.62488,0.32031,2.04051,1.16957,1.7497,0.00422449,0.00422449,0.00422449
168,7166.74,1.35064,0.87072,1.20583,0.68936,0.64309,0.63716,0.31389,2.06022,1.15982,1.76208,0.00417343,0.00417343,0.00417343
169,7209.37,1.34896,0.87641,1.20588,0.61682,0.65259,0.60916,0.31236,2.07799,1.18194,1.77246,0.00412246,0.00412246,0.00412246
170,7252.02,1.36158,0.87046,1.20858,0.64757,0.65347,0.63138,0.32146,2.07142,1.16931,1.76185,0.0040716,0.0040716,0.0040716
171,7294.76,1.34713,0.84563,1.20176,0.64634,0.6819,0.63311,0.33135,2.06146,1.16347,1.74804,0.00402084,0.00402084,0.00402084
172,7337.74,1.34999,0.86852,1.20572,0.65545,0.68965,0.65221,0.32815,2.06625,1.15756,1.7475,0.00397019,0.00397019,0.00397019
173,7382.12,1.32542,0.85449,1.19582,0.69883,0.64578,0.6376,0.3186,2.07573,1.18928,1.77778,0.00391966,0.00391966,0.00391966
174,7425.31,1.3332,0.84806,1.19783,0.6953,0.60142,0.6234,0.32704,2.06142,1.17278,1.7593,0.00386926,0.00386926,0.00386926
175,7468.63,1.3137,0.85287,1.17839,0.63562,0.62705,0.6247,0.32467,2.0563,1.19675,1.75404,0.00381899,0.00381899,0.00381899
176,7510.82,1.3328,0.848,1.19646,0.65241,0.65388,0.62896,0.31858,2.04599,1.21113,1.75128,0.00376885,0.00376885,0.00376885
177,7552.72,1.31344,0.82235,1.18056,0.6657,0.6585,0.63003,0.3213,2.05988,1.20442,1.76706,0.00371885,0.00371885,0.00371885
178,7595.76,1.31104,0.83394,1.18901,0.67582,0.67178,0.63962,0.31902,2.06702,1.1974,1.77982,0.00366899,0.00366899,0.00366899
179,7638.76,1.29165,0.82573,1.17373,0.693,0.62298,0.62084,0.31937,2.06853,1.19502,1.77753,0.00361929,0.00361929,0.00361929
180,7682.23,1.3129,0.83241,1.1902,0.65079,0.63922,0.6064,0.31879,2.07901,1.22667,1.77852,0.00356975,0.00356975,0.00356975
181,7725.51,1.31769,0.83546,1.18202,0.6525,0.64965,0.62025,0.31792,2.09044,1.20018,1.79155,0.00352037,0.00352037,0.00352037
182,7769.37,1.29379,0.83192,1.17634,0.64222,0.6661,0.6343,0.31398,2.08561,1.22554,1.78096,0.00347115,0.00347115,0.00347115
183,7812.36,1.26062,0.79995,1.15515,0.65976,0.677,0.64326,0.32134,2.08225,1.20263,1.78547,0.00342211,0.00342211,0.00342211
184,7855.71,1.30238,0.8207,1.18466,0.61987,0.65684,0.61267,0.31393,2.09614,1.20994,1.80704,0.00337325,0.00337325,0.00337325
